gbp | 2021-03-16 | 5.3262 | 17.03.2021 00:22:08
gbp | 2021-03-16 | 5.3262 | 17.03.2021 00:22:13
gbp | 2021-03-16 | 5.3262 | 17.03.2021 00:22:43
gbp | 2021-03-16 | 5.3262 | 17.03.2021 00:23:13
gbp | 2021-03-17 | 5.3758 | 17.03.2021 18:10:00
gbp | 2021-03-17 | 5.3758 | 17.03.2021 18:10:22
gbp | 2021-03-17 | 5.3758 | 17.03.2021 18:10:52
gbp | 2021-03-17 | 5.3758 | 17.03.2021 18:19:20
gbp | 2021-03-17 | 5.3758 | 17.03.2021 18:19:37
gbp | 2021-03-17 | 5.3758 | 17.03.2021 18:20:07
gbp | 2021-03-17 | 5.3758 | 17.03.2021 18:23:26
gbp | 2021-03-17 | 5.3758 | 17.03.2021 18:23:41
gbp | 2021-03-17 | 5.3758 | 17.03.2021 19:39:52
gbp | 2021-03-17 | 5.3758 | 17.03.2021 19:40:03
gbp | 2021-03-17 | 5.3758 | 17.03.2021 19:40:33
gbp | 2021-03-17 | 5.3758 | 18.03.2021 00:06:22
gbp | 2021-03-17 | 5.3758 | 18.03.2021 00:06:27
gbp | 2021-03-17 | 5.3758 | 18.03.2021 00:06:57
gbp | 2021-03-17 | 5.3758 | 18.03.2021 00:07:27
gbp | 2021-03-17 | 5.3758 | 18.03.2021 00:07:57
gbp | 2021-03-17 | 5.3758 | 18.03.2021 00:08:27
gbp | 2021-03-17 | 5.3758 | 18.03.2021 00:08:57
gbp | 2021-03-17 | 5.3758 | 18.03.2021 00:09:27
gbp | 2021-03-17 | 5.3758 | 18.03.2021 09:42:27
gbp | 2021-03-17 | 5.3758 | 18.03.2021 09:42:56
gbp | 2021-03-17 | 5.3758 | 18.03.2021 09:43:26
gbp | 2021-03-17 | 5.3758 | 18.03.2021 09:43:56
gbp | 2021-03-17 | 5.3758 | 18.03.2021 09:44:26
gbp | 2021-03-17 | 5.3758 | 18.03.2021 09:44:56
